143.9853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0886, 0.0817, 0.0030, 0.9927);(2.2926, 0.8209, -2.6873);(0.0000, -0.9554, 0.0000, 0.2952);0;test
144.0053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0886, 0.0818, 0.0030, 0.9927);(2.2807, 0.8209, -2.6932);(0.0000, -0.9536, 0.0000, 0.3012);0;test
144.0253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0886, 0.0818, 0.0029, 0.9927);(2.2513, 0.8209, -2.7077);(0.0000, -0.9488, 0.0000, 0.3159);0;test
144.0453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0031, 0.9927);(2.2348, 0.8209, -2.7156);(0.0000, -0.9462, 0.0000, 0.3236);0;test
144.0653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0030, 0.9927);(2.2120, 0.8209, -2.7268);(0.0000, -0.9427, 0.0000, 0.3335);0;test
144.0853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0817, 0.0030, 0.9927);(2.1999, 0.8209, -2.7328);(0.0000, -0.9409, 0.0000, 0.3386);0;test
144.1053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0030, 0.9927);(2.1752, 0.8209, -2.7452);(0.0000, -0.9372, 0.0000, 0.3488);0;test
144.1253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0030, 0.9927);(2.1551, 0.8209, -2.7551);(0.0000, -0.9343, 0.0000, 0.3566);0;test
144.1453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0817, 0.0030, 0.9927);(2.1319, 0.8209, -2.7665);(0.0000, -0.9310, 0.0000, 0.3651);0;test
144.1653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0031, 0.9927);(2.1094, 0.8209, -2.7776);(0.0000, -0.9279, 0.0000, 0.3729);0;test
144.1853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0031, 0.9927);(2.0860, 0.8209, -2.7893);(0.0000, -0.9248, 0.0000, 0.3805);0;test
144.2053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0031, 0.9927);(2.0728, 0.8209, -2.7959);(0.0000, -0.9231, 0.0000, 0.3847);0;test
144.2253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0031, 0.9927);(2.0515, 0.8209, -2.8064);(0.0000, -0.9202, 0.0000, 0.3914);0;test
144.2453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0818, 0.0031, 0.9927);(2.0289, 0.8209, -2.8175);(0.0000, -0.9174, 0.0000, 0.3980);0;test
144.2653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0819, 0.0031, 0.9927);(2.0064, 0.8209, -2.8283);(0.0000, -0.9146, 0.0000, 0.4044);0;test
144.2853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0819, 0.0031, 0.9927);(1.9836, 0.8209, -2.8393);(0.0000, -0.9118, 0.0000, 0.4106);0;test
144.3053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0819, 0.0030, 0.9927);(1.9722, 0.8209, -2.8449);(0.0000, -0.9105, 0.0000, 0.4134);0;test
144.3253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0820, 0.0030, 0.9927);(1.9491, 0.8209, -2.8563);(0.0000, -0.9080, 0.0000, 0.4190);0;test
144.3453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0820, 0.0030, 0.9927);(1.9259, 0.8209, -2.8680);(0.0000, -0.9055, 0.0000, 0.4244);0;test
144.3653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0820, 0.0030, 0.9927);(1.9036, 0.8209, -2.8788);(0.0000, -0.9031, 0.0000, 0.4294);0;test
144.3853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0820, 0.0030, 0.9927);(1.8808, 0.8209, -2.8898);(0.0000, -0.9008, 0.0000, 0.4343);0;test
144.4053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0820, 0.0030, 0.9927);(1.8691, 0.8209, -2.8955);(0.0000, -0.8997, 0.0000, 0.4366);0;test
144.4253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0887, 0.0821, 0.0030, 0.9927);(1.8462, 0.8209, -2.9071);(0.0000, -0.8976, 0.0000, 0.4408);0;test
144.4453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0820, 0.0030, 0.9927);(1.8235, 0.8209, -2.9186);(0.0000, -0.8956, 0.0000, 0.4450);0;test
144.4653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0888, 0.0821, 0.0030, 0.9927);(1.8008, 0.8209, -2.9298);(0.0000, -0.8937, 0.0000, 0.4487);0;test
144.4853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0888, 0.0821, 0.0030, 0.9927);(1.7780, 0.8209, -2.9412);(0.0000, -0.8918, 0.0000, 0.4525);0;test
144.5053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0821, 0.0030, 0.9926);(1.7667, 0.8209, -2.9469);(0.0000, -0.8908, 0.0000, 0.4544);0;test
144.5253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0822, 0.0030, 0.9926);(1.7437, 0.8209, -2.9584);(0.0000, -0.8891, 0.0000, 0.4577);0;test
144.5453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0822, 0.0031, 0.9926);(1.7208, 0.8209, -2.9698);(0.0000, -0.8874, 0.0000, 0.4610);0;test
144.5653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0888, 0.0822, 0.0030, 0.9926);(1.6982, 0.8209, -2.9812);(0.0000, -0.8858, 0.0000, 0.4641);0;test
144.5853;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0822, 0.0031, 0.9926);(1.6749, 0.8209, -2.9926);(0.0000, -0.8842, 0.0000, 0.4672);0;test
144.6053;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0890, 0.0822, 0.0031, 0.9926);(1.6640, 0.8209, -2.9982);(0.0000, -0.8835, 0.0000, 0.4685);0;test
144.6253;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0822, 0.0032, 0.9926);(1.6413, 0.8209, -3.0095);(0.0000, -0.8820, 0.0000, 0.4712);0;test
144.6453;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0890, 0.0822, 0.0032, 0.9926);(1.6181, 0.8209, -3.0213);(0.0000, -0.8807, 0.0000, 0.4737);0;test
144.6653;(0.0000, 1.2599, -4.7600);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.0822, 0.0031, 0.9926);(1.5956, 0.8209, -3.0328);(0.0000, -0.8794, 0.0000, 0.4762);0;test
